Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,English speaking monolingual,Were you raised monolingual?,Bilingual,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65ec9f72143b6e6919939bcf,65d23bd4ff1b1b2309615228,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:50.627000Z,2024-03-09T17:51:51.366000Z,,2024-03-09T17:51:51.838431Z,481.0,C1JQLVOG,12,I only know English,I was raised with my native language only,none just my native langauge,English,67,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ec9f9528d78ab0f0b9360d,5e84c792bde837092ec273de,AWAITING REVIEW,Not Applicable,2024-03-09T17:42:56.643000Z,2024-03-09T17:49:20.634000Z,,2024-03-09T17:49:21.298782Z,384.0,C1JQLVOG,771,I only know English,I was raised with my native language only,none just my native langauge,English,37,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65ec9f95606f1ab8f3b6aeb8,5f7afb469e43b9015ef53b9f,AWAITING REVIEW,Not Applicable,2024-03-09T17:42:52.974000Z,2024-03-09T17:49:20.052000Z,,2024-03-09T17:49:21.659574Z,388.0,C1JQLVOG,1215,I only know English,I was raised with my native language only,none just my native langauge,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65ec9f9ae8a12b0752b42257,5ebe6f716af68007472aff9a,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:01.031000Z,2024-03-09T17:50:30.587000Z,,2024-03-09T17:50:31.900670Z,450.0,C1JQLVOG,385,I know one other language in addition to English,I was raised with my native language only,none just my native langauge,English,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fa313834a3f64cdd908,63b1bf314c9e33814126b7ed,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:09.354000Z,2024-03-09T17:51:24.924000Z,,2024-03-09T17:51:25.578814Z,496.0,C1JQLVOG,480,I only know English,I was raised with my native language only,none just my native langauge,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ec9fa90bbda5b4fb282238,611bdc0a559f692248bf1c54,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:11.671000Z,2024-03-09T17:55:36.858000Z,,2024-03-09T17:55:37.430949Z,746.0,C1JQLVOG,398,I only know English,I was raised with my native language only,none just my native langauge,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fad75d422956cc0f425,65a97c769f2db2c7f246e5b5,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:32.299000Z,2024-03-09T17:48:05.286000Z,,2024-03-09T17:48:05.836226Z,273.0,C1JQLVOG,49,I know one other language in addition to English,I was raised with my native language only,native language + one other language,"English, French",31,Female,White,Canada,France,Canada,English,No,Full-Time
65ec9faf137e91a9b4489d32,604516f2c529525f9de9e397,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:17.228000Z,2024-03-09T17:47:31.556000Z,,2024-03-09T17:47:32.022743Z,255.0,C1JQLVOG,389,I only know English,I was raised with my native language only,none just my native langauge,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fb65d67438e9578ac54,6461e54ee3ce9d9554deda21,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:24.676000Z,2024-03-09T17:49:08.538000Z,,2024-03-09T17:49:09.286279Z,344.0,C1JQLVOG,442,I only know English,I was raised with my native language only,none just my native langauge,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ec9fb79f7f9ce835aacedc,5a3c20a442e5230001171832,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:23.809000Z,2024-03-09T17:48:48.966000Z,,2024-03-09T17:48:49.904530Z,326.0,C1JQLVOG,1838,I only know English,I was raised with my native language only,none just my native langauge,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fb79fde4bff76df9975,614a0facaa13498cff401c41,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:23.357000Z,2024-03-09T17:46:53.779000Z,,2024-03-09T17:46:54.415358Z,211.0,C1JQLVOG,403,I only know English,I was raised with my native language only,none just my native langauge,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fd32c2fe9655a1ffac8,5f1732153f88740671925041,AWAITING REVIEW,Not Applicable,2024-03-09T17:43:52.309000Z,2024-03-09T17:49:59.604000Z,,2024-03-09T17:50:00.272682Z,368.0,C1JQLVOG,1450,I only know English,I was raised with my native language only,none just my native langauge,English,54,Male,White,Netherlands,United Kingdom,United Kingdom,English,No,Full-Time
65ec9fdaff885af50b691f70,5c0ef6f765217a00014ef3bf,AWAITING REVIEW,Not Applicable,2024-03-09T17:44:18.061000Z,2024-03-09T17:51:16.642000Z,,2024-03-09T17:51:17.172688Z,419.0,C1JQLVOG,100,I know one other language in addition to English,I was raised with two or more languages,native language + one other language,"English, Urdu",29,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65ec9fe6143b6e6919939be6,62acb82d9acacdfdad81bb72,AWAITING REVIEW,Not Applicable,2024-03-09T17:44:11.963000Z,2024-03-09T17:51:29.296000Z,,2024-03-09T17:51:29.820082Z,438.0,C1JQLVOG,353,I only know English,I was raised with my native language only,none just my native langauge,English,42,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9ff3e82ba125b35ff4bc,637be9ed8005fb3ac639e04f,AWAITING REVIEW,Not Applicable,2024-03-09T17:44:23.506000Z,2024-03-09T17:50:58.678000Z,,2024-03-09T17:50:59.354718Z,396.0,C1JQLVOG,676,I only know English,I was raised with my native language only,none just my native langauge,English,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eca0060c2e3c608b939f96,59e6fbf72f63d30001c8fa27,AWAITING REVIEW,Not Applicable,2024-03-09T17:44:52.992000Z,2024-03-09T17:50:52.256000Z,,2024-03-09T17:50:52.932607Z,360.0,C1JQLVOG,768,I only know English,I was raised with my native language only,none just my native langauge,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eca00f741c29c645898b7a,5f3113c7420629591ac9db15,AWAITING REVIEW,Not Applicable,2024-03-09T17:44:52.460000Z,2024-03-09T17:48:49.475000Z,,2024-03-09T17:48:50.033304Z,238.0,C1JQLVOG,848,I only know English,I was raised with my native language only,none just my native langauge,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eca01e6064ab233a4ffc54,62b89646564952dd56fcc52e,AWAITING REVIEW,Not Applicable,2024-03-09T17:45:06.328000Z,2024-03-09T17:48:53.884000Z,,2024-03-09T17:48:54.585689Z,228.0,C1JQLVOG,278,I only know English,I was raised with my native language only,none just my native langauge,English,26,Prefer not to say,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eca01fabc1df34e678b371,637b9edf2a2055bf16796ae6,AWAITING REVIEW,Not Applicable,2024-03-09T17:45:30.361000Z,2024-03-09T17:50:33.066000Z,,2024-03-09T17:50:34.156725Z,303.0,C1JQLVOG,638,I only know English,I was raised with my native language only,none just my native langauge,English,56,Male,White,United Kingdom,Spain,United Kingdom,English,No,Other
65eca0243cbb82b1b6c0f9f7,5a7e206917ef350001704ea6,AWAITING REVIEW,Not Applicable,2024-03-09T17:45:14.601000Z,2024-03-09T17:52:48.244000Z,,2024-03-09T17:52:48.783443Z,454.0,C1JQLVOG,71,I know one other language in addition to English,I was raised with my native language only,none just my native langauge,English,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
65eca02cda352137ad4ffc47,5abf047d1667e40001d82e45,AWAITING REVIEW,Not Applicable,2024-03-09T17:45:23.040000Z,2024-03-09T17:52:46.001000Z,,2024-03-09T17:52:46.557537Z,443.0,C1JQLVOG,597,I know one other language in addition to English,I was raised with my native language only,none just my native langauge,English,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eca0316520f9319632819f,5e10fb772e47257c16e19607,AWAITING REVIEW,Not Applicable,2024-03-09T17:45:26.541000Z,2024-03-09T17:49:50.703000Z,,2024-03-09T17:49:51.235790Z,265.0,C1JQLVOG,1022,I know one other language in addition to English,I was raised with two or more languages,native language + one other language,English,30,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eca086587d6fd0d7897b14,605892217fbe660b62cdfdc9,AWAITING REVIEW,Not Applicable,2024-03-09T17:47:27.758000Z,2024-03-09T17:56:49.617000Z,,2024-03-09T17:56:52.864458Z,562.0,C1JQLVOG,811,I know one other language in addition to English,I was raised with two or more languages,native language + two other languages,English,54,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65ec9ffceae2083a56a753c9,60cf291e8b2a5d26dfc82f0d,RETURNED,Not Applicable,2024-03-09T17:44:33.229000Z,,,,,,849,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
